questionid	existing_question_id	questiontype	totalanswers	question	questionImage	answer1	answer1Image	answer2	answer2Image	answer3	answer3Image	answer4	answer4Image	answer5	answer5Image	correctanswer	hint	hintImage	difficultylevel	question_type	status	worksheet_id	assigned_worksheet_ids	topic	attempt_counter	section_name	section_marks	section
282628		SingleAnswer	4	<p>Arrange the following functional groups in the order of the secondary suffixes:</p> <p>(A) -CHO&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; (B) &gt;C=O&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; (C) -OH&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; (D) -O&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; (E) -COOH</p> <p>(i) Alcohol&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; (ii) Ketone&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; (iii) Carboxylic acid&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; (iv) Aldehyde&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;(v) Ether</p>		<p>CBEDA</p>		<p>BCAED</p>		<p>CBAED</p>		<p>CBEAD</p>				d			1		Active	S10CREST002	S10CREST002	Carbon and Its Compounds	0	Practical Science (Each Question 1 Mark)	1	0
283204		SingleAnswer	4	<p>Find the missing number:&nbsp;<br />128 + 314 - ? = 653 - 482</p>		<p>271</p>		<p>583</p>		<p>571</p>		<p>143</p>				a	<p>128+314-?=653-482<br />442-?=171<br />?=271</p>		2		Active	M02CREST001	M02CREST001	Computation operations	0	Achievers' Section (Each Question 2 Marks)	2	0
283744		SingleAnswer	4	<p>( 94 - ___ ) &times; 3 = 19 &times; 6</p>		<p>34</p>		<p>38</p>		<p>42</p>		<p>56</p>				d	<p>( 94 - ___ ) &times;3 = 19 &times; 6<br />( 94 - ___ ) &times; 3 = 114<br />94 - ____ = 38<br />94 - 56 = 38</p>		2	<p>Fill in the blank:</p>	Active	M04CREST004	M04CREST004	Numbers	0	Achievers' Section (Each Question 2 Marks)	2	0
283962		SingleAnswer	4	<p>Amy's weight is between 30 kg and 50 kg. If he gains 4 kg, his weight becomes multiple of 6. If he loses 3 kg, his weight becomes multiple of 7. What is his weight?</p>		<p>32 kg</p>		<p>38 kg</p>		<p>42 kg</p>		<p>46 kg</p>				b	<p>38 + 4 = 42 ( Multiple of 6)<br />38 - 3 = 35 (Multiple of 7)</p>		2		Active	M04CREST011	M04CREST011	Measurement	0	Achievers' Section (Each Question 2 Marks)	2	0
284113		SingleAnswer	4	<p>He is a 'queer fish'. I have failed to understand him.</p>		<p>funny person</p>		<p>sensitive person</p>		<p>strange person</p>		<p>quarrelsome person</p>				c			1	<p>Choose the correct meaning of the idiom given in quotes in the sentence:</p>	Active	E10CREST001	E10CREST001	One Word And Word Order	0	English Language (Each Question 1 Mark)	1	0
284292		SingleAnswer	4	Natalie wanted to make pie but didn&rsquo;t have apples; _________, she decided to bake a cake.		nevertheless		nonetheless		however		therefore				d			1	Choose the most suitable option to fill in the blank:	Active	E10CREST002	E10CREST002	Conjunctions	0	English Language (Each Question 1 Mark)	1	0
284991		SingleAnswer	4	Simplify:<br />(-234) + (-23) - (-135) - (-84) + (-15)		65		53		-65		-53				d	(-234) + (-23) - (-135) - (-84) + (-15)<br />(-272) + (219) = -53		1		Active	M06CREST002	M06CREST002	algebra	0	Practical Mathematics (Each Question 1 Mark)	1	0
286072		SingleAnswer	4	<p>I'm sorry, but I _______ what you said so far.</p>		<p>am not listening to</p>		<p>wasn't hearing</p>		<p>didn't hear</p>		<p>didn't do hearing</p>				c			2	<p>Fill in the blank with suitable word from the given options:</p>	Active	E09CREST003	E09CREST003	Verbs	0	Achievers' Section (Each Question 2 Marks)	2	0
286685		<p>Pooja</p>	4	<p>Find the difference between the smallest 6-digit number using 2, 5, 1 and 8, and the greatest 5-digit number using 4, 0 and 9, every digit should be used at least once:</p>		<p>13118</p>		<p>11138</p>		<p>11318</p>		<p>11818</p>				c	<p>Smallest 6-digit number using 2, 5, 1 and 8 = 111258<br />Greatest 5-digit number using 4, 0 and 9 = 99940<br />Difference = 11318</p>		1		Active	M05L02CRE02	M05L02CRE02	Numbers	0	Practical Mathematics (Each Question 1 Mark)	1	0
287851		Vrinda	4	<p>How many butterflies are there in all?</p>	M01EXTRAA11Q279.png	<p>16</p>		<p>15</p>		<p>14</p>		<p>17</p>				a	<p>12+4=16</p>		1		Active	M01CREST007	M01CREST007	Numbers	0	Practical Mathematics (Each Question 1 Mark)	1	0
288673		SingleAnswer	4	<p>Ross scored 61 out of 100 in English, 93 out of 100 in Maths and 56 out of 100 in Science. Find out his overall % of marks.</p>		<p>60%</p>		<p>70%</p>		<p>75%</p>		<p>80%</p>		C		b			1		Active	M07CREST001	M07CREST001	Comparing quantities	0	Practical Mathematics (Each Question 1 Mark)	1	0
288933		<p>Foundation Mathematics class 8</p>	4	<p>Given AB = 3 cm, BC = 5cm, AC = 9 cm, AD = 6 cm, CD = 2 cm. Which of the following is true about the construction of a quadrilateral?</p>		<p>It is possible to draw the quadrilateral</p>		<p>It is not possible to draw the equadrilateral since AD + DC &lt; AC</p>		<p>It is possible to draw the quadrilateral since AD + DC &lt; AC</p>		<p>None of these</p>				b	<p>Here it is given that AD + DC &lt; AC which does not satisfy triangle inequality and hence quadrilateral can not be drawn<br />The&nbsp;Triangle Inequality Theorem&nbsp;states that the sum of any 2 sides of a&nbsp;triangle&nbsp;must be greater than the measure of the third side.</p>		2		Active	M08L02CRE02	M08L02CRE02	Understanding Quadrilaterals	0	Achievers' Section (Each Question 2 Marks)	2	0
290306		SingleAnswer	4	<p>A certain strain of virus occurs three times every 25 minutes. In how much time will it become 729 times its initial value?</p>		<p>125 minutes</p>		<p>100 minutes</p>		<p>150 minutes</p>		<p>175 minutes</p>				c	<p>The virus will take six such cycles of 25 minute as 729 = 3<sup>6</sup><br />Total time required = 25 x 6 = 150</p>		1		Active	M10CREST001	M10CREST001	number system	0	Practical Mathematics (Each Question 1 Mark)	1	0
291858		Objective Arithmetic	4	8 men can complete a work in 12 days, 4 women can complete it in 48 days and 10 children can complete the same work in 24 days. In how many days can 10 men, 4 women and 10 children complete the same work?		10		5		7		6				d			1		Active	M10CREST008	M10CREST008	Number system	0	Practical Mathematics (Each Question 1 Mark)	1	0
295765		<p>Objective Arithmetic arihant</p>	4	<p>The difference between the simple and the compound interest on a certain sum of money at 4% per annum in 2 years is $10. What is the sum?</p>		<p>$5000</p>		<p>$6000</p>		<p>$6250</p>		<p>$7500</p>				c			1		Active	M10CREST012	M10CREST012	Comparing quantities	0	Practical Mathematics (Each Question 1 Mark)	1	0
303400		Nakul and Soumya	1	persuade										F		persuade			1		Active	B06CRESPE001	B06CRESPE001	Rapid Fire (Each question carries 1 mark)	0	NULL	1	2
306744		<p>Integrated Science Biology (SAP)</p>	4	<p>How is a whale different from a shark?</p>		<p>A whale has a backbone, unlike a shark.</p>		<p>A whale breathes through its gills, unlike a shark.</p>		<p>A whale is warm-blooded, unlike a shark.</p>		<p>A whale is cold-blooded, unlike a shark.</p>		F		c			1		Active	S03CREST014	S03CREST014	Plants and Animals	0	Practical Science (Each Question 1 Mark)	1	0
319381		Science Olympiad - 6	4	A cup of turmeric milk accidently fell on Priya's dress and she washed it using soap solution. She observed the yellow colour of turmeric changed to red. What is the reason for this colour change?		The alkali present in the soap solution reacted with the turmeric.		The acid present in the soap solution reacted with the turmeric.		The fatty acid in the turmeric reacted with the acid in the soap solution		None of these		F		a			1		Active	S06CREST010	S06CREST010	Changes Around Us	0	Practical Science (Each Question 1 Mark)	1	0
320860		Foundation Course Mathematics Class 8	4	What least number be multiplied to 3456 so that the product becomes a perfect cube?		2		3		4		6				c			1		Active	M08CREST010	M08CREST010	Squares and Square roots , Cube and Cube roots	0	Practical Mathematics (Each Question 1 Mark)	1	0
324239		Elizabeth	4	agitated		relaxed		loving		irregular		powerful		F		a			1	Choose the antonym of the word:	Active	B04CRESPE005	B04CRESPE005	Word Connection (Each question carries 1 mark)	0	NULL	1	1
325082		Prachi	2	"<p>Fill in the blank:<br />Rex is sitting ___ the box.</p><audio controls controlsList=""nodownload""><source src=""https://crestolympiads.com/assets/audio-class01/325082.mp3""></audio>"	E00CREST02q5.png	<p>on</p>		<p>in</p>						F		a			2		Active	E00CREST02	E00CREST02	Grammar Basics	0	Achievers' Section (Each Question 2 Marks)	2	0
326361		Bhawana	4		B04CREL02002q33.png	cymbul		symbol		symbal		cymbal		F		d			1	Select the correct spelling for the given image:	Active	B04CREL02002	B04CREL02002	Picture Speak (Each question carries 1 mark)	0	NULL	1	1
326529		Bhawana	4	absurd										F		absurd	absurd		1		Active	B05CREL02002	B05CREL02002	Rapid Fire (Each question carries 1 mark)	0	NULL	1	2
327809		Elizabeth	4	"<p>Choose the correctly spelt word:</p><audio controls controlsList=""nodownload""><source src=""https://crestolympiads.com/assets/audio-class01/327809.mp3""></audio>"		<p>cairless</p>		<p>favourite</p>		<p>volcayno</p>		<p>marrigold</p>		F		b			1		Active	B01CRESPE006	B01CRESPE006	Spell-o-Spell (Each question carries 1 mark)	0	NULL	1	1
328253		Elizabeth	4	The new phones are <strong>selling like hot cakes</strong>. Do you think the company will increase the production?		getting rid of substandard things		proving to be a commercial success		selling cheap because they are defective		disposing off with a great deal of effort		F		b			1	Choose the meaning of the idiom used in the sentence:	Active	B05CRESPE006	B05CRESPE006	Word Ensemble (Each question carries 1 mark)	0	NULL	1	1
329084		Elizabeth	4	apprehension										F		apprehension			1		Active	B08CRESPE004	B08CRESPE004	Rapid Fire (Each question carries 1 mark)	0	NULL	1	2
329233		Elizabeth	4	admiration										F		admiration			1		Active	B08CRESPE007	B08CRESPE007	Rapid Fire (Each question carries 1 mark)	0	NULL	1	2
329337		Mahesh	4	Which answer figure will complete the pattern in the question figure?	L09UNICUS06q11.png		L09UNICUS06q11a.png		L09UNICUS06q11b.png		L09UNICUS06q11c.png		L09UNICUS06q11d.png	F		c			1		Active	L08CREST012	L08CREST012	Figure Formation	0	Logical Reasoning (Each Question 1 Mark)	1	0
330088		<p>IIT Foundation &amp; Olympiad Explorer class -8</p>	4	<p>In the diagram, PQRS is a parallelogram. The coordinate of R are:</p>	M09CREST009q31.png	<p>(5, 2)</p>		<p>(5, 3)</p>		<p>(6, 2)</p>		<p>(6, 3)</p>		F		d			1		Active	M09CREST009	M09CREST009	Area of parallelograms and Triangles	0	Practical Mathematics (Each Question 1 Mark)	1	0
334410		<p>Archa</p>	4	<p>A plant X grows in black soil and requires a warm climate with moderate rainfall to thrive well. It is a natural fibre obtained from the fruit of the plant. Identify X:</p>		<p>Jute</p>		<p>Cotton</p>		<p>Hemp</p>		<p>Flax</p>		F		b	<p>Cotton is obtained from the fruit of the plant.</p>		1		Active	S06CREST010	S06CREST010	Fibre to Fabric	0	Practical Science (Each Question 1 Mark)	1	0
336159		Bhawana	4	mischief		x		x		x		x		F		mischief			1		Active	B04CREL02003	B04CREL02003	Rapid Fire (Each question carries 1 mark)	0	NULL	1	2
338540		<p>New york paper 2012</p>	4	<p>Consider the food chain below and answer the question that follows:<br />If the number of frogs decreases, which population will most likely increase?</p>	S04CREST009q40.png	<p>Crickets</p>		<p>Hawks</p>		<p>Snakes</p>		<p>Plants</p>		F		a			1		Active	S05CREST009	S05CREST009	Animals	0	Practical Science (Each Question 1 Mark)	1	0
342741		Elizabeth	4	"Choose the correct option to make a meaningful word:<br/>Cac_____<br><audio controls controlsList=""nodownload""><source src=""https://crestolympiads.com/assets/audio-class01/342741.mp3""></audio>"		tis		tes		tus		tos		F		c			1		Active	B01SPWELI02	B01SPWELI02	Spellacadabra (Each question carries 1 mark)	0	NULL	1	1
343072		Elizabeth	4	Put the dirty clothes in the laundery basket and the clean once in the cupboard.		cupboard and laundery		laundery and clothes		only cupboard		laundery and once		F		d			1	Choose the misspelt word/s in the given sentence:	Active	B03SPWELI01	B03SPWELI01	Spell Spies (Each question carries 1 mark)	0	NULL	1	1
344181		Nakul	4	subtract		crab		tract		carbs		truck		F		d			1	Which of the following words cannot be made using the letters in the given word?	Active	B02SPWELI04	B02SPWELI04	Word Champ (Each question carries 1 mark)	0	NULL	1	1
344595		Nakul	4			tumecs		eanfdd		vdlei		tsagid		F		c			1	Choose the option in which the letters can be rearranged to form a meaningful word:	Active	B03SPWELI06	B03SPWELI06	Jumble Tumble (Each question carries 1 mark)	0	NULL	1	1
345300		Nakul	4	U E R D P T N<br>1  2 3 4  5 6 7		7 6 5 3 4 1 2		5 3 1 4 2 7 6		4 6 2 7 3 1 5		3 6 4 7 1 2 5		F		b			1	Choose the correct sequence of the jumbled letters to form a meaningful word:	Active	B06SPWELI06	B06SPWELI06	Jumble Tumble (Each question carries 1 mark)	0	NULL	1	1
349665		Mahesh	4	Choose the box that can be formed by folding the sheet of paper given in fig(i).	L08CREST008Q17.png	Only (v)		Only (iii)		Only (iv)		Only (ii)		F		c	A-D (A lies opposite to D)<br>B-E<br>C-F<br>		1		Active	L08CREST008	L08CREST008	Cubes and Dices	0	Logical Reasoning (Each Question 1 Mark)	1	0
364433		Nakul	4			paraide		panic		recycle		neutral		F		a			1	From the given alternatives, choose the word with incorrect spelling:	Active	B04CREL02005	B04CREL02005	Spell-o-Spell (Each question carries 1 mark)	0	NULL	1	1
364878		Nakul	4	executioner		x		x		x		x		F		executioner			1	x	Active	B08CREL02004	B08CREL02004	Rapid Fire (Each question carries 1 mark)	0	NULL	1	2
376391		<p>Jyoti Panigrahi</p>	4	"<p data-pm-slice=""0 0 []"">In an activity, the teacher asked the students to open the MS Paint application and write their names. Rachel made a mistake while writing. Which among the following options will she select to rectify the mistake?</p> <p><audio controls=""controls""><source src=""https://crestolympiads.com/assets/audio-class01/376391.mp3"" /></audio></p>"			C01CREST006Q41a.png		C01CREST006Q41b.png		C01CREST006Q41c.png		C01CREST006Q41d.png	F		c	<p>Using the eraser tool, Rashi can rectify the mistake. Hence the correct option is option c</p>		1		Active	C01CREST006	C01CREST006	Introduction To MS Paint	0	Computers and IT (Each Question 1 Mark)	1	0
377863		Nakul	4	Which of the following words cannot be made using the letters in the given word?<br>Calculate		actual		accuse		acute		cleat		F		b			1		Active	B04SPWELI11	B04SPWELI11	Word Champ (Each question carries 1 mark)	0	NULL	1	1
378112		Nakul	6	Correct the incorrectly spelt word in the given sentence and choose the option with its meaning:<br>You will be taken on a guided tour of the theatre, including the stage, auditoriam and backstage areas.		the part of a theatre where the actors and artists get ready		the part of a theatre, concert hall, etc. in which the audience sits		a journey made for pleasure		to show somebody the way to a place		F		b			1		Active	B05SPWELI09	B05SPWELI09	Spell Probe (Each question carries 1 mark)	0	NULL	1	1
378332		Nakul	4	How many meaningful words can you make by adding an 'a' to the following (without changing the order of the letters)?<br>brm, strk, snrl, snffle, amzed		0		1		2		3		F		d			1		Active	B06SPWELI07	B06SPWELI07	Word Tally (Each question carries 1 mark)	0	NULL	1	1
378439		Nakul	4	Find out the number of misspelt words in the given set of words and multiply the answer by '2'.<br>obsessive, lathargic, blissful, loathe, obsecure		2		4		6		0		F		b			1		Active	B06SPWELI09	B06SPWELI09	Word Tally (Each question carries 1 mark)	0	NULL	1	1
379252		Nakul	4	Choose the option in which the following letters will fit in the given order:<br>o, o, e		cl_nd_st_ne		c_mm_nd_ble		c_nd_l_nce		c_nfr_nt_tion		F		c			1		Active	B08SPWELI11	B08SPWELI11	Spellacadabra (Each question carries 1 mark)	0	NULL	1	1
379589		Mahesh	4	Select the answer figure in which the given question figure is embedded.	L05CREST010Q19.png		L05CREST010Q19a.png		L05CREST010Q19b.png		L05CREST010Q19c.png		L05CREST010Q19d.png	F		b			1		Active	L05CREST010	L05CREST010	Embedded Figures, Figure Formation, Figure Matrix, Construction of Squares, Grouping of Identical Figures	0	Logical Reasoning (Each Question 1 Mark)	1	0
387080		Amrita	4	famished										F		famished			1		Active	B08CRESPE011	B08CRESPE011	Rapid Fire (Each question carries 1 mark)	0	NULL	1	2
387952		8 MathSOL2002	4	The cylindrical cannister of this fire extinguisher has a radius of 2.5 inches and is 13.5 inches high. Which is closest to the number of cubic inches it will hold when filled?	M08UNIWIN01Q68.png	1,060		265		212		115		F		b			2		Active	M08UNIWIN02	M08UNIWIN02	Algebraic expressions and identities	0	Section 2 - Intermediate (Each Question 6 Marks)	6	0
397127		<p>Janani</p>	2	"<p>Find the image that rhymes with the name of the image:</p><audio controls controlsList=""nodownload""><source src=""https://crestolympiads.com/assets/audio-class01/397127.mp3""></audio>"	E00CREST011q12.png		E00CREST011q12a.png		E00CREST011q12b.png					F		a	<p>The given image is 'Pot' which rhymes with 'Cot'.</p>		1		Active	E00CREST011	E00CREST011	Word formation	0	English Language (Each Question 1 Mark)	1	0
398111		<p>Monika</p>	4	<p>______, can I make a suggestion?</p>		<p>Ahem</p>		<p>Whoa</p>		<p>Aloha</p>		Ciao		F		a			1	Fill in the blank:	Active	E08TEAOLY01	E08TEAOLY01	Collocations and Interjections	0	English Language (Each Question 3 Marks)	3	0
398718	267444	<p>Priyanka</p>	4	<p>Select the activity which is different from the other three based on the types of force involved.<br />P - Picking up suitcase<br />Q - Picking up school books<br />R - Throwing a ball<br />S - Falling of fruits from the tree to the ground</p>		<p>P</p>		<p>Q</p>		<p>S</p>		<p>R</p>				c	<p>The force applied by muscles to do work is called muscular force. Picking up suitcase, picking up school books and throwing a ball are examples of muscular force. <br />Falling of fruits from the tree to the ground is an example of gravitational force. The force that pulls every object downwards towards the earth is called the force of gravity.</p>		1		Active	S03TEAOLY06	S03TEAOLY06	Light, Sound and Force	0	Practical Science (Each Question 3 Marks)	3	0
398769	337429	<p>Sumita</p>	4	<p>Which of the following means of transport causes the least pollution?</p>			S03CREST010Q18a.png		S03CREST010Q18b.png		S03CREST010Q18c.png		S03CREST010Q18d.png	F		a			1		Active	S03TEAOLY07	S03TEAOLY07	Transport and Communication	0	Practical Science (Each Question 3 Marks)	3	0
399166	279291	<p>Devi</p>	4	<p>He always _______ on wearing the old fashioned shoes which he bought for his wedding.</p>		<p>insists</p>		<p>persists</p>		<p>desists</p>		<p>resists</p>				a			2	<p>Fill in the sentence using the most appropriate verb:</p>	Active	E06TEAOLY08	E06TEAOLY08	Verbs	0	Achievers' Section (Each Question 6 Marks)	6	0
399416	290717	<p>IIT Foundation Mathematics Class 8</p>	4	<p>Train A leaves M for D at 11 am running at a speed of 60 km/hr. Train B leaves M for D by the same route at 2 pm on the same day running at a speed of 72 km/hr. At what time will the two trains meet each other?</p>		<p>5 am on the next day</p>		<p>2 am on the next day</p>		<p>5 pm on the next day</p>		<p>2 pm on the next day</p>				a			2		Active	M08TEAOLY04	M08TEAOLY04	Comparing Quantities	0	Achievers' Section (Each Question 6 Marks)	6	0
399617	296732	<p>Objective Arithmetic arihant</p>	4	<p>Mike, a worker, makes an article in every 2/3 h. If works for 7 <sup>1</sup>/<sub>2 </sub>h, how many articles will he make?</p>		<p>11 <sup>1</sup>/<sub>4</sub></p>		<p>11 <sup>1</sup>/<sub>3</sub></p>		<p>11 <sup>1</sup>/<sub>6</sub></p>		<p>11 <sup>2</sup>/<sub>5</sub></p>				a			1		Active	M08TEAOLY08	M08TEAOLY08	Comparing Quantities	0	Practical Mathematics (Each Question 3 Marks)	3	0
400229	329958	<p>Foundation Course Mathematics (MTG) Class - 10</p>	4	<p>The coordinates of A and B are (1, 2) and (2, 3). Point C lies in between A and B such that AC + CB = AB and AC/CB = 4/3. The coordinates of C are:</p>		<p>(4/7, 3/7)</p>		<p>(4/7, 11/7)</p>		<p>(11/7, 18/7)</p>		(1/7, 9/7)		F		c			1		Active	M10TEAOLY04	M10TEAOLY04	Coordinate Geometry	0	Practical Mathematics (Each Question 3 Marks)	3	0
400735	334521	<p>Archa</p>	4	<p>Reversible changes can be reverted whereas irreversible changes cannot. Which among the following is an irreversible change?</p>		<p>A student mistyped a statement in his laptop.</p>		<p>A student printed a paper which had some corrections in it.</p>		<p>A student opening a door.</p>		<p>A student switching ON a television.</p>		F		b	<p>Printing cannot be reverted since it won't give back printing ink and the blank paper again.</p>		1		Active	S06TEAOLY07	S06TEAOLY07	Properties and Changes in Matter	0	Practical Science (Each Question 3 Marks)	3	0
402038		Vrinda	4	Tim started his homework at 7:05 pm and finished it by 8:15 pm. How much time did it take him to finish his homework?			A04MENMAT01Q66a.png		A04MENMAT01Q66b.png		A04MENMAT01Q66c.png		A04MENMAT01Q66d.png	F		c	7:05 to 8:15 = 1 hr 10 min		1		Active	A04MENMAT01	A04MENMAT01	Measurement	0	Basique (Each Question 1 Mark)	1	0
402745		Monika	4	Read the following poem and answer the question below: <br />&ldquo;Hope&rdquo; is the thing with feathers -<br />That perches in the soul -<br />And sings the tune without the words -<br />And never stops - at all -<br />And sweetest - in the Gale - is heard -<br />And sore must be the storm -<br />That could abash the little Bird<br />That kept so many warm -<br />I&rsquo;ve heard it in the chillest land -<br />And on the strangest Sea -<br />Yet - never - in Extremity,<br />It asked a crumb - of me.<br />What is the overall tone of the poem?		melancholic		happy		sad		hopeful		F		d			1a		Active	E08TEAOLY03	E08TEAOLY03	Information Retrieval	0	English Language (Each Question 3 Marks)	3	0
403127		Siddarath	4	Find the volume of a sphere whose radius is 6 cm.		893.46 cm<sup>3</sup>		975 cm<sup>3</sup>		686 cm<sup>3</sup>		904.32 cm<sup>3</sup>		F		d			1		Active	A10MENMAT01	A10MENMAT01	Mensuration: Surface area and volume of cubes, cuboids, spheres, hemispheres and right circular cylinders/cones	0	Basique (Each Question 1 Mark)	1	0
403851		Shabnam	4	Jack and Jill hear a gunshot 2 seconds after it is fired. How far away from the gun they are standing? (The speed of sound in air is equal to 330 ms<sup>-1</sup>)		330 m		150 m		660 m		890 m		F		c			1		Active	S08TEAOLY03	S08TEAOLY03	Sound Waves	0	Practical Science (Each Question 3 Marks)	3	0
405097		Siddharth	4	A shirt originally priced at $50 is on sale for 30% off. What is the sale price?		$30		$35		$40		$45		F		b			1		Active	A10MENMAT03	A10MENMAT03	Comparing Quantities: Discounts	0	Basique (Each Question 1 Mark)	1	0
405428		Sid	4	If sum of a whole number and its reciprocal is 17/4, what is the number?		2		4		6		8		F		b			1		Active	A11MENMAT04	A11MENMAT04	Algebra: Quadratic equations	0	Basique (Each Question 1 Mark)	1	0
405746		Sid	4	The pictograph shows the results of a survey about favorite games. From the pictograph answer the  question:--<br>Gymnastics is the favorite sport of how many kids?	A06MENMAT03Q35.png	20		40		60		80		F		b			1a		Active	A06MENMAT03	A06MENMAT03	Data Handling and Symmetry: Pictographs, line graphs, and bar graphs	0	Basique (Each Question 1 Mark)	1	0
406415		Sid	4	If a = 2, b = 3 and x = 4. Find the value of (x + a) (x + b),		44		48		46		42		F		d			2		Active	A08MENMAT03	A08MENMAT03	Algebra: Simple equations	0	Avance (Each Question 2 Marks)	2	0
406852		Siddharth	4	John has 5 whole numbers: 2, 5, 7, 8, and 10. What is the sum of the even numbers?		14		20		22		28		F		b			1		Active	A06MENMAT05	A06MENMAT05	Knowing Our Numbers: Whole numbers and its properties	0	Basique (Each Question 1 Mark)	1	0
407325		Vrinda	4	Identify the shape.	A04MENMAT05Q73.png		A04MENMAT05Q73a.png		A04MENMAT05Q73b.png		A04MENMAT05Q73c.png		A04MENMAT05Q73d.png	F		b			1		Active	A04MENMAT04	A04MENMAT04	Geometry: Identify the shape like triangle, circle, kite, square, rectangle etc.	0	Basique (Each Question 1 Mark)	1	0
407486		<p>Siddharath</p>	4	<p>The outer radius of a spherical container is 5 cm and the thickness of the container is 2 cm. Find the volume of the metal content of the shell.</p>		<p>218.45 cm<sup>3</sup></p>		<p>345.68 cm<sup>3</sup></p>		<p>392.75 cm<sup>3</sup></p>		<p>410.67 cm<sup>3</sup></p>		F		d			1		Active	A09MENMAT05	A09MENMAT05	Mensuration: Surface area and volume of cubes, cuboids, spheres, hemispheres and right circular cylinders/cones	0	Basique (Each Question 1 Mark)	1	0
408293		<p>Vrinda</p>	4	<p>Which of the following angles CANNOT be an acute angle?</p>			A03MENMAT06Q71a.png		A03MENMAT06Q71b.png		A03MENMAT06Q71c.png		A03MENMAT06Q71d.png	F		d			1		Active	A03MENMAT06	A03MENMAT06	Geometry: Identification of acute, obtuse, right and straight angles	0	Basique (Each Question 1 Mark)	1	0
409331		Sid	4	Find a natural number which leaves a remainder of 7 when divided by 8, 18, or 28.		421		494		505		511		F		d			1		Active	A07MENMAT04	A07MENMAT04	Playing with Numbers: H.C.F. and L.C.M.	0	Basique (Each Question 1 Mark)	1	0
410540		<p>Vrinda</p>	4	"<p>An ant has 6 legs. How many pairs of legs do 4 ants have?</p><audio controls controlsList=""nodownload""><source src=""https://crestolympiads.com/assets/audio-class01/410540.mp3""></audio>"			A01MENMAT08Q23a.png		A01MENMAT08Q23b.png		A01MENMAT08Q23c.png		A01MENMAT08Q23d.png	F		b			2		Active	A01MENMAT07	A01MENMAT07	Multiplication and Division: Use of multiplication tables to solve mathematical statements on multiplication and division (tables from 2 to 10)	0	Avance (Each Question 2 Marks)	2	0
411155		Sid	4	Simplify: (2x − 3y) (4x<sup>2</sup> + 6xy + 9y<sup>2</sup>).		8x<sup>3</sup> − 27y<sup>3</sup>		2x<sup>3</sup> − 3y<sup>3</sup>		4x<sup>2</sup> − 9y<sup>2</sup>		8x<sup>3</sup> + 27y<sup>3</sup>		F		a			1		Active	A12MENMAT02	A12MENMAT02	Playing with Numbers: Factorisation	0	Basique (Each Question 1 Mark)	1	0
412256		<p>Vrinda</p>	4	<p>Fill in the blank:<br />The given figure is made up of ___ cubes.</p>	A01MENMAT10Q60.png		A01MENMAT10Q60a.png		A01MENMAT10Q60b.png		A01MENMAT10Q60c.png		A01MENMAT10Q60d.png	F		b			2		Active	A01MENL0202	A01MENL0202	Geometry: Identification of a 2-d shape on the surface of a 3-d shape (for example- circles on two ends of the cylinder)	0	Avance (Each Question 2 Marks)	2	0
412924		Vrinda	4	If c = 5, find the value of a + b.	A02MENMAT10Q18.png		A02MENMAT10Q18a.png		A02MENMAT10Q18b.png		A02MENMAT10Q18c.png		A02MENMAT10Q18d.png	F		b			1		Active	A02MENL0202	A02MENL0202	Addition and Subtraction: Solve missing number problems in mathematical number statements and vertical addition/subtraction (numbers up to 100)	0	Basique (Each Question 1 Mark)	1	0
414244		Sid	4	A train which is moving at an average speed of 40 km/h, reaches its destination on time. When its average speed reduces to 5 km/h, then it reaches its destination 15 minutes late. Find the distance travelled by train.		50 km		70 km		80 km		90 km		F		b			1		Active	A11MENL0201	A11MENL0201	Comparing Quantities: Time and distance	0	Basique (Each Question 1 Mark)	1	0
417053		Neha	4	Which digits from 1 to 9 have the mirror image same as the digit itself?		8		7		6		5		F		a			1		Active	A08MENMAT09	A08MENMAT09	Playing with Numbers: Mathematical reasoning	0	Basique (Each Question 1 Mark)	1	0
417941		Sid	4	Sam and Richard started a business investing amounts of $1850 and $2250, respectively, If Richard&rsquo;s share in the profit earned by them is $900, what is the total profit earned by them together?		$1250		$1452		$1640		$1854		F		c			1		Active	A11MENMAT09	A11MENMAT09	Comparing Quantities: Partnership	0	Basique (Each Question 1 Mark)	1	0
419161		Monika	4	Find out the number of misspelt words in the sentence:<br>As an intelectual, she delved into books of various gaunres, expanding her knowlege and braodening her perspectives.		2		3		0		4		F		d			1		Active	B06SPWELI011	B06SPWELI011	Word Fusion (Each question carries 1 mark)	0	NULL	1	1
